web_url,snippet,lead_paragraph,abstract,headline,keywords,pub_date,document_type,news_desk,byline,type_of_material,_id,word_count
https://www.nytimes.com/2018/05/26/style/woody-harrelson.html,Hollywood’s cosmic cowboy is working furiously — all while performing science experiments on his reality.,"Woody Harrelson is 56 now, turning in mature, nuanced performances in lauded films including “Three Billboards Outside Ebbing, Missouri” and “LBJ,” the kinds of roles one might associate with Tommy Lee Jones or the late Sam Shepard. And, of course, he stopped smoking pot.",Hollywood’s cosmic cowboy is working furiously — all while performing science experiments on his reality.,"{'main': 'Woody Harrelson, Rogue Number One', 'kicker': None, 'content_kicker': None, 'print_headline': 'Will He Ever Grow Up?', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'ACTORS AND ACTRESSES', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Harrelson, Woody', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Solo: A Star Wars Story (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 4, 'major': 'N'}]",2018-05-26T09:17:33+0000,article,Styles,"{'original': 'By Alex Williams', 'person': [{'firstname': 'Alex', 'middlename': None, 'lastname': 'Williams', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c88a68440d36ff070c2bf3e,2645
https://www.nytimes.com/2018/05/25/us/hawaii-volcano-housing.html,The slopes of a simmering volcano on the Big Island have for decades attracted those who can’t afford the pricier areas of a state that has the nation’s least affordable housing.,"PAHOA, Hawaii — Jaris Dreaming built his spacious solar-powered home in a clearing of Polynesian jungle. He drinks rainwater caught from the sky and eats avocados from trees in his backyard. Mainlanders express envy when they hear how he bought nearly 100 acres of Hawaii’s Big Island for just over $100,000.",The slopes of a simmering volcano on the Big Island have for decades attracted those who can’t afford the pricier areas of a state that has the nation’s least affordable housing.,"{'main': 'Hawaii’s Volcano Country, Where Land Is Cheap and the Living Is Risky', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Hawaii’s Volcano Country, Land Is Cheap but the Living Is Risky', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Hawaii (The Big Island)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Volcanoes', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Affordable Housing', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Land Use Policies', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Kilauea Volcano (Hawaii)', 'rank': 6, 'major': 'N'}]",2018-05-25T18:02:27+0000,article,National,"{'original': 'By Simon Romero', 'person': [{'firstname': 'Simon', 'middlename': None, 'lastname': 'Romero', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886c2440d36ff070b78548,1378
https://www.nytimes.com/2018/05/24/world/europe/ireland-abortion-referendum.html,Women are expected to vote in greater numbers in Friday’s referendum. But turnout among male Irish voters — who tend to consider abortion a women’s issue — may be critical.,"ASHBOURNE, Ireland — Until recently, Aoife and Muiriosa O’Sullivan, 23-year-old twins from a religiously conservative family, led nearly identical lives: They wore identical clothes until they were in their early teens, studied the same subjects in college and both went into teaching.",Women are expected to vote in greater numbers in Friday’s referendum. But turnout among male Irish voters — who tend to consider abortion a women’s issue — may be critical.,"{'main': 'Ireland Abortion Vote: ‘It’s Not a Man’s Issue,’ but Male Turnout Is Crucial', 'kicker': None, 'content_kicker': None, 'print_headline': 'Yawning Divide in Ireland Over Abortion Vote', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': ""Women's Rights"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ABORTION', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Referendums', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Pregnancy and Childbirth', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Constitutional Amendments', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Ireland', 'rank': 7, 'major': 'N'}]",2018-05-25T03:30:09+0000,article,Foreign,"{'original': 'By Kimiko de Freytas-Tamura', 'person': [{'firstname': 'Kimiko', 'middlename': None, 'lastname': 'de Freytas-Tamura', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c88788140d36ff070b9ce03,1511
https://www.nytimes.com/2018/05/24/travel/what-to-do-chattanooga.html,Nearly geeky in its optimism — and all the better for it — this friendly Tennessee city is a breath of fresh air.,"Nestled against the Tennessee River in the foothills of the Appalachian Mountains, Chattanooga, Tenn., has transformed itself in recent decades from an unassuming town to a hyper clean, high-tech (“Gig City” was the first in the United States to offer gigabit internet speeds), outdoorsy family destination that offers hiking trails, rock climbing, museums, one of the finest educational aquariums in the world, and innumerable food and entertainment venues. ",Nearly geeky in its optimism — and all the better for it — this friendly Tennessee city is a breath of fresh air.,"{'main': '36 Hours in Chattanooga', 'kicker': '36 HOURS', 'content_kicker': None, 'print_headline': 'Chattanooga, Tenn.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Chattanooga (Tenn)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 2, 'major': 'N'}]",2018-05-24T09:00:50+0000,article,Travel,"{'original': 'By Colleen Creamer', 'person': [{'firstname': 'Colleen', 'middlename': None, 'lastname': 'Creamer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886cf840d36ff070b7a893,1558
https://www.nytimes.com/2018/05/23/style/a-brooklyn-sports-bar-without-a-home-team.html,"The Low Post, a new bar in Bedford-Stuyvesant, draws a diverse clientele with cheap drinks, pub fare and plenty of screens. ","FreeDarko, an avant-garde basketball blog that shut down in 2011, pioneered “liberated fandom”: rather than pledge loyalty to a franchise, fans root for players, coaches and story arcs. That spirit lives on at the Low Post, a hoops-centric bar that opened in Bedford-Stuyvesant in March.","The Low Post, a new bar in Bedford-Stuyvesant, draws a diverse clientele with cheap drinks, pub fare and plenty of screens. ","{'main': 'A Brooklyn Sports Bar Without a Home Team', 'kicker': 'boîte', 'content_kicker': None, 'print_headline': 'Low Post', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Bars and Nightclubs', 'rank': 1, 'major': 'N'}]",2018-05-23T18:38:20+0000,article,Styles,"{'original': 'By Ben Detrick', 'person': [{'firstname': 'Ben', 'middlename': None, 'lastname': 'Detrick', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c88a68b40d36ff070c2c056,359
https://cooking.nytimes.com/recipes/1019324-grilled-steak-salad-with-chile-and-brown-sugar,,"In this summery beef salad, pieces of grilled, marinated flank steak and charred red onions are tossed with a mound of spicy greens, avocado and a tangy lime-spiked dressing. Keep the flank steak on the rare side — this lean cut is best when still very juicy — then slice it thinly against the grain for the most tender meat.",,"{'main': 'Grilled Steak Salad With Chile and Brown Sugar', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': 'Grilled Steak Salad With Chile and Brown Sugar', 'seo': None, 'sub': None}",[],2018-05-23T00:00:00+0000,recipe,,"{'original': 'Melissa Clark', 'person': [{'firstname': 'Melissa', 'middlename': None, 'lastname': 'Clark', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Recipe,5c96c1b640d36ff0709cec66,0
https://www.nytimes.com/2018/05/22/style/instagram-mute.html,So desperately needed.,"Instagram announced Tuesday that it would add a mute feature to its service, allowing users to ignore certain accounts without unfollowing (and potentially alienating) friends who take the same picture of their breakfast every day. (We like avocado toast too, but enough is enough!)",So desperately needed.,"{'main': 'Instagram (Finally) Adds a Mute Feature', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Instagram Inc', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 2, 'major': 'N'}]",2018-05-22T18:48:44+0000,article,Styles,"{'original': 'By Jonah Engel Bromwich', 'person': [{'firstname': 'Jonah', 'middlename': 'Engel', 'lastname': 'Bromwich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886d5140d36ff070b7b41a,570
https://www.nytimes.com/2018/05/22/dining/bistro-pierre-lapin-nyc-restaurant-news.html,"Hunan noodles in the East Village, additions to Gotham Market at the Ashland, an East End roundup and other restaurant news.","BISTRO PIERRE LAPIN Though the chef Harold Moore is best known for comfort food (previously at Commerce, now Harold’s Meat & Three), he had French training, and he’s showing it off at his new bistro. Tapping into a few trends, like the increasingly ubiquitous all-day cafe and the proliferation of French fare in Lower Manhattan, this vintage-style corner spot starts with breakfast and runs right through dinner. Julia Grossman, Mr. Moore’s partner in this venture, is the baker turning out croissants, brioches and such for breakfast and beyond, paired with Mr. Moore’s homey pâtés, terrines, mushroom fricassees and Parisian sandwich fillings. Classics like pike quenelles, roast chicken for two with foie gras stuffing, leg of lamb with potato gratin, and several seasonal vegetable preparations bolster the menu. Desserts, including coeur à la crème for two, are Ms. Grossman’s responsibility, as are the wine- and liqueur-based cocktails: 99 Bank Street (Hudson Street), 212-858-6600, pierresnyc.com.","Hunan noodles in the East Village, additions to Gotham Market at the Ashland, an East End roundup and other restaurant news.","{'main': 'French Fare From a Comfort Food Veteran in the West Village', 'kicker': 'Off the Menu', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Chefs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bars and Nightclubs', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Avocaderia (Brooklyn, NY, Restaurant)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Bolivian Llama Party (Manhattan, NY, Restaurant)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Gotham Market at the Ashland (Brooklyn, NY)', 'rank': 6, 'major': 'N'}]",2018-05-22T16:52:42+0000,article,Dining,"{'original': 'By Florence Fabricant', 'person': [{'firstname': 'Florence', 'middlename': None, 'lastname': 'Fabricant', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886ef340d36ff070b816ed,983
https://www.nytimes.com/2018/05/20/dining/what-to-cook-this-week.html,"Make a great new recipe for a simple fish fry from Archana Pidathala, and maybe knock out a black-bean soup for the days ahead.","Good morning. Tejal Rao has a nice “Eat” column in The Times today, the story of “Five Morsels of Love,” a cookbook by Archana Pidathala that draws on her grandmother’s collection of recipes and celebrates the flavors of Andhra Pradesh, in South India. You should read that and let it get you excited to eat and cook.","Make a great new recipe for a simple fish fry from Archana Pidathala, and maybe knock out a black-bean soup for the days ahead.","{'main': 'What to Cook This Week', 'kicker': 'What to Cook', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Recipes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 2, 'major': 'N'}]",2018-05-20T14:30:01+0000,article,Dining,"{'original': 'By Sam Sifton', 'person': [{'firstname': 'Sam', 'middlename': None, 'lastname': 'Sifton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886d5140d36ff070b7b3fe,570
https://www.nytimes.com/2018/05/18/dining/steak-salad-recipe.html,A grilled steak salad with charred onions and plenty of greens is made for balmy summer nights on the deck.,"Some cooks — those rugged types flipping burgers in ski gloves — grill outside no matter the weather. Still others live in temperate climates (all of you with lemon trees, you know who you are).",A grilled steak salad with charred onions and plenty of greens is made for balmy summer nights on the deck.,"{'main': 'A Salad Primed for the Grill', 'kicker': 'A Good Appetite', 'content_kicker': None, 'print_headline': 'This Salad Is Primed for the Grill', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Salads', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Meat', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Grilling (Cooking)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 4, 'major': 'N'}]",2018-05-18T12:52:39+0000,article,Dining,"{'original': 'By Melissa Clark', 'person': [{'firstname': 'Melissa', 'middlename': None, 'lastname': 'Clark', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",,5c886dff40d36ff070b7d7fc,417
https://www.nytimes.com/2018/05/17/arts/television/rick-and-morty.html,"Adult Swim’s animated comedy was recently renewed for 70 episodes. Dark and absurdist, it remains one of the more popular shows among young viewers.","Whenever I am asked to explain the appeal of “Rick and Morty,” I propose a thought experiment.","Adult Swim’s animated comedy was recently renewed for 70 episodes. Dark and absurdist, it remains one of the more popular shows among young viewers.","{'main': 'Never Watched ‘Rick and Morty’? This Is What You Need to Know', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Television', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Adult Swim', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Rick and Morty (TV Program)', 'rank': 3, 'major': 'N'}]",2018-05-17T22:27:06+0000,article,Culture,"{'original': 'By Peter Libbey', 'person': [{'firstname': 'Peter', 'middlename': None, 'lastname': 'Libbey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886d4d40d36ff070b7b36c,1087
https://www.nytimes.com/2018/05/17/us/politics/republican-women-congress.html,"Democratic women are running for Congress in record numbers, and Republican women are trying to match the surge. But retirements may leave G.O.P. ranks depleted.","WASHINGTON — As female candidates crash the barricades of the Democratic Party and predict a “blue wave” of women in Congress, a string of high-profile departures of prominent Republican women threatens to leave the House with fewer Republican women next year.","Democratic women are running for Congress in record numbers, and Republican women are trying to match the surge. But retirements may leave G.O.P. ranks depleted.","{'main': 'As Democratic Women Surge, Ranks of Republican Women May Shrink', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Democratic Surge  May Thin G.O.P. Ranks Of Women in Capitol', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Women and Girls', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, House of Representatives', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': ""Emily's List"", 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Republican Congressional Committee', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Midterm Elections (2018)', 'rank': 7, 'major': 'N'}]",2018-05-17T18:45:59+0000,article,Washington,"{'original': 'By Sheryl Gay Stolberg', 'person': [{'firstname': 'Sheryl', 'middlename': 'Gay', 'lastname': 'Stolberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886cde40d36ff070b7a2dd,1338
https://www.nytimes.com/2018/05/14/arts/music/stephen-malkmus-jicks-pavement-sparkle-hard.html,"As his band the Jicks releases a new album, “Sparkle Hard,” the singer and guitarist talks about his behavior in the ’90s, his “terrible” voice and ’70s soft rock.","“I hate being tan,” Stephen Malkmus said almost immediately, standing in the lobby of a Midtown hotel. His olive complexion, the unwanted result of a vacation in Hawaii with his extended family, was startling — not unlike seeing Santa Claus, if he suddenly lost 80 pounds. Since the 1989 debut of Pavement, the curious indie-rock band Mr. Malkmus led, he’s been an antihero for the brainy, self-conscious and fearful — the indoor kids, in other words. His music, even since Pavement melted into entropy in 1999, has been jarring and opaque, defined by lyrics that circle around homonyms and puns, or break from generational observations into non sequiturs.","As his band the Jicks releases a new album, “Sparkle Hard,” the singer and guitarist talks about his behavior in the ’90s, his “terrible” voice and ’70s soft rock.","{'main': 'Stephen Malkmus Doesn’t Think He Was a Jerk', 'kicker': 'A Word With', 'content_kicker': None, 'print_headline': 'To Stephen Malkmus, the Brain Beats the Heart', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Pop and Rock Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nineteen Hundred Nineties', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Malkmus, Stephen', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Pavement (Music Group)', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Sparkle Hard (Album)', 'rank': 5, 'major': 'N'}]",2018-05-14T14:56:30+0000,article,Arts&Leisure,"{'original': 'By Rob Tannenbaum', 'person': [{'firstname': 'Rob', 'middlename': None, 'lastname': 'Tannenbaum', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886d4f40d36ff070b7b39e,1614
https://www.nytimes.com/2018/05/11/dining/what-to-cook-this-weekend.html,"Make Dorie Greenspan’s recipe for chocolate cake, either for Mother’s Day or just as practice for another day.","Good morning. I don’t know a whole lot about a lot of things, couldn’t play a single rubber of bridge if you put a gun to my head and offered me Hoyle. But one thing I can tell you, a fact I know with certitude, is that this Dorie Greenspan recipe for chocolate cake (above) ought to be on your shortlist for birthdays and celebrations, forevermore. Pair with cold milk and lots of song.","Make Dorie Greenspan’s recipe for chocolate cake, either for Mother’s Day or just as practice for another day.","{'main': 'What to Cook This Weekend', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Recipes', 'rank': 2, 'major': 'N'}]",2018-05-11T14:30:05+0000,article,Dining,"{'original': 'By Sam Sifton', 'person': [{'firstname': 'Sam', 'middlename': None, 'lastname': 'Sifton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886b9940d36ff070b76357,591
https://www.nytimes.com/interactive/2018/05/11/well/11healthquiz-05112018.html,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,Test your knowledge of this week’s health news.,"{'main': 'The Weekly Health Quiz: Sports, Sperm and Koalas', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Food Contamination and Poisoning', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Sexually Transmitted Diseases', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Koalas', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Chlamydia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Breastfeeding', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'E Coli (Bacteria)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Sperm', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Intelligence and Intelligence Tests (IQ)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 11, 'major': 'N'}]",2018-05-11T09:00:10+0000,multimedia,Well,"{'original': 'By Toby Bilanow', 'person': [{'firstname': 'Toby', 'middlename': None, 'lastname': 'Bilanow', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Interactive Feature,5c886b9740d36ff070b762ae,0
https://www.nytimes.com/2018/05/10/arts/events-for-children-in-nyc-this-week.html,Our guide to cultural events in New York City for children and teenagers happening this weekend and in the week ahead.,Our guide to cultural events in New York City for children and teenagers happening this weekend and in the week ahead.,Our guide to cultural events in New York City for children and teenagers happening this weekend and in the week ahead.,"{'main': '7 Things to Do With Your Kids in N.Y.C. This Weekend', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Children', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Children and Childhood', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 2, 'major': 'N'}]",2018-05-10T21:00:04+0000,article,Weekend,"{'original': 'By Laurel Graeber', 'person': [{'firstname': 'Laurel', 'middlename': None, 'lastname': 'Graeber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886d4340d36ff070b7b22a,1016
https://www.nytimes.com/2018/05/10/travel/gothenburg-sweden-what-to-do.html,"Jazz, street murals, distinctive architecture and world-class breweries in Sweden’s second-largest city.","Swedes didn’t always adore Gothenburg. The resurgent second city, equidistant between Copenhagen and Oslo on Sweden’s western coast, was long viewed as a grungy port in slow decline. But locals saw the potential. Languishing neighborhoods became incubators for improvisational creative projects — in music, art, design, dining — and sparked a renaissance that spread from one district to another. Today, the city’s blue-and-white trams still rumble down the wide boulevards, but visitors will also find a diverse music scene, inspiring art, world-class breweries, trendsetting shops and gregarious locals determined to convince you that this west coast is the best coast.","Jazz, street murals, distinctive architecture and world-class breweries in Sweden’s second-largest city.","{'main': '36 Hours in Gothenburg, Sweden', 'kicker': '36 HOURS', 'content_kicker': None, 'print_headline': 'Gothenburg, Sweden', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Gothenburg (Sweden)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 2, 'major': 'N'}]",2018-05-10T09:00:03+0000,article,Travel,"{'original': 'By Ingrid K. Williams', 'person': [{'firstname': 'Ingrid', 'middlename': 'K.', 'lastname': 'Williams', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886d4f40d36ff070b7b392,1497
https://www.nytimes.com/2018/05/09/nyregion/meet-me-at-the-commons.html,"The 300-square-foot coffee shop, which opened in Chelsea in 2011 in an old shoe store, usually has long lines, packed tables and congenial customers.","It didn’t matter to Chris D’Amelio that he had gotten off a 13-hour flight from Seoul only an hour ago. His first stop, after dropping his bags at home, was the Commons Chelsea, a sliver of a coffee shop on Seventh Avenue between 17th and 18th Streets that he visits almost every day.","The 300-square-foot coffee shop, which opened in Chelsea in 2011 in an old shoe store, usually has long lines, packed tables and congenial customers.","{'main': 'Meet Me at the Commons', 'kicker': 'Neighborhood Joint', 'content_kicker': None, 'print_headline': 'Spreading a Family Vibe, a Cup at a Time', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Coffeehouses', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Commons Chelsea (Manhattan, NY, Restaurant)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bakeries and Baked Products', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'La Colombe Torrefaction Inc', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Chelsea (Manhattan, NY)', 'rank': 6, 'major': 'N'}]",2018-05-09T09:00:08+0000,article,Metropolitan,"{'original': 'By Shivani Vora', 'person': [{'firstname': 'Shivani', 'middlename': None, 'lastname': 'Vora', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886ba940d36ff070b766ce,616
https://cooking.nytimes.com/recipes/1019299-freds-chicken-salad-with-balsamic-dressing,,"This salad is a perennial favorite at Freds, the restaurant inside Barneys New York. This recipe calls for roasting a whole chicken — something Freds doesn't serve, but prepares for the salad because a whole bird stays evenly juicy throughout. Make sure to cook the chicken at least 3 hours ahead, so it has time to cool. Or simply use a store-bought rotisserie chicken instead. When prepping the vegetables and pear, make sure the pieces are more or less the same size; the uniformity makes a more attractive salad. Sprinkle the pear with lemon juice to keep it from discoloring, and cut the avocado just before assembling the salad.",,"{'main': ""Freds' Chicken Salad With Balsamic Dressing"", 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': ""Freds' Chicken Salad With Balsamic Dressing"", 'seo': None, 'sub': None}",[],2018-05-09T00:00:00+0000,recipe,,"{'original': 'Ginia Bellafante', 'person': [{'firstname': 'Ginia', 'middlename': None, 'lastname': 'Bellafante', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Recipe,5c96c1b540d36ff0709cec55,0
https://www.nytimes.com/2018/05/08/dining/restaurant-news-the-bari.html,"A menu filled with bowls, a Caribbean rooftop bar, and other restaurant news.","THE BARI Many newer Korean restaurants in New York seem determined to break from stereotypes, and from Manhattan’s Koreatown, where business travelers just in from Seoul can fuel up and grill steaks at the table. Chefs whose training may have come in French, Japanese or American restaurants are often behind the stove, adding innovation to the repertory. (See Pete Wells’s review this week of Soogil, in the East Village.) The Bari, in NoHo, blends Korean and Japanese influences. Its specialty is food in bowls (bari means bowl), with a separate section on the menu listing seven, including bluefin tuna poke, udon noodles, uni bibimbap and a rice and farro “risotto.” Other dishes include an avocado salad with snow crab, and gochujang ribs with miso. At the sushi bar, a $65 omakase includes more than a dozen pieces. The restaurant is the work of Danny Hahn, who has managed restaurants but never owned one before. His chef and partner, Mason Rhee, has cooked at several Korean and Korean-fusion places: 417 Lafayette Street (East Fourth Street), 646-869-0383, thebarinyc.com.","A menu filled with bowls, a Caribbean rooftop bar, and other restaurant news.","{'main': 'Korean Food Under a Japanese Influence, at the Bari', 'kicker': 'Off the Menu', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Restaurants', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Korean Food (Cuisine)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Burke, David (1962- )', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Bari, The (Manhattan, NY, Restaurant)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Broken Shaker (Manhattan, NY, Bar)', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': ""Gilligan's (Manhattan, NY, Restaurant)"", 'rank': 7, 'major': 'N'}]",2018-05-08T18:12:19+0000,article,Dining,"{'original': 'By Florence Fabricant', 'person': [{'firstname': 'Florence', 'middlename': None, 'lastname': 'Fabricant', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",News,5c886ef240d36ff070b816b8,1012
